nft_name,total_supply,total_volume,owners,contract_address
Deprecated YV,145,18.362664569999993,52,0xfa9de198818fa4c49888f0403fa31bb98d3d62b8
Wonderers Genesis,2048,18.303652353555528,900,0xd8d452c15dea0301734f892d486c4928104e8cfe
EQLZ,777,18.296972158899997,372,0x3460cfe5b8f880538d0fdee0139bf5a2d265957b
HumanoidsAI,333,18.24377202109999,167,0x3c6e8f8736418576ba51a5fd14709bfc6d827dad
Lady Rare Apepe YC,5555,18.20113062300085,1479,0x2030881f8d1b26428360b200c76e8516bd0d9b9b
League of Prophets Official,5555,18.185433802223002,2355,0x2761d225a3bd0f308c5481d0fffff2442e7fa98b
Moose Gang NFT,1003,18.181162967439047,511,0x567754eaebfde1875d255a7ade4bbca68d2b7c7e
MetaIdol,1111,18.11708889799995,346,0xc059477e8b3f93c86de0e8e05cbd020020ea9a52
Kryptoria - Land,8763,18.073817799,1749,0x17d084106c2f1c716ce39fa015ab022757d30c9a
Bambu Billionaires,1500,18.060243349489063,296,0x041371f35dcbf957301cf52c50bdf562f047f1b0
V1V1DDR34MS by Dolorosa,1100,18.05774578951113,448,0x0a5c41e7d57668a249647a9497d07818966c4401
Not Tom,2003,18.02509540657707,887,0xc14c90973732fdf33deefecca12c843e0bae82ab
The Coffee Junkies,5779,17.94291793075295,2501,0xb27614ba8d583faf8177eaca1239188d63b4c4e8
My Last NFT,6499,17.78228403751858,2484,0x49a470186e3704424e2a044e5a8adc637815b3ec
OrdinaryStrangers,4444,17.663972959898164,1224,0x565a21cd4471287e25f2b85d14d569db03b63a8f
Toasted Toonz,4200,17.5656895523809,915,0x7e655c4382633b9764ee2c63543ee9501c5ffc36
Cosmic Collective Pass,1111,17.541426999999903,226,0xb5596d75c727559463836eb67aa5cd574a43c7f0
Amazon Club NFT,2206,17.4755589,451,0x7cf98020edf5f8fb2a4b490f2ad51168fd4bc36e
GUNZO-ZU_YUKI KOYANO,888,17.433596066287514,272,0xa004d69aa64851c315068ee7179672463d0b9763
ThugRatz,5000,17.325066578788004,2740,0x64f1f2f88349e6a256b5fa582d3547350e099e81
WTF Official,2000,17.298919999999963,563,0x3288d50031d5cb2c1da860233ee9d7041f1a00f4
Degen Pigeons Official,333,17.2718232333333,237,0x945603257c79c459d2ed274f0ae0a0192d7fd636
PudgyDickbutts,8888,17.27002000845503,4939,0xacd1423e1e7d45dd0f3ae63c5db959d49feadd3f
Nutties,5001,17.255790226498902,1093,0xd2cebaebb6e3f3a39ff2bdeeadd5413421c8e384
Raccools,6969,17.167511376305715,1164,0x1ddb32a082c369834b57473dd3a5146870ecf8b7
Dunhuang Art,3000,17.13489080899996,1432,0x36006894df97a07a649ffabd56ff3c40caf99345
The Dropoutz NFT,6000,17.09792050938004,1966,0x23df60c63bf9b5bc78f9328f6b864768a0483cb0
Anatomy Rare Apepe YC,7777,16.9871828505139,1593,0x2f3df38924fb12a82f46298b8e9391e1fb714953
Balance Pass,350,16.929136999,259,0x3707cfddae348f05baefd42406ffba4b74ec8d91
the abducting collective:  v3,12000,16.832722125156675,1608,0x8ea2161468b6615888f1bffe21788f88202ef848
AIPudgys,8888,16.7768630284978,1302,0x34913a375683474f0f3022655a07aa59cc848848
Rug Birds,10000,16.642969675826986,3291,0x1b69916543ec291d91b07133d869b929495ea45b
Frapes,6666,16.633094372698032,1119,0x04c295f26c6c0bb1cc32054b11f5d685599a9fcc
Umms,5025,16.534496088999,2450,0x9c62e0457b89fdce6ced21f8363439c630466473
blklavas,5082,16.527468458140635,1788,0xfa751bb98e49a2a8113de92d21c2266d5655f274
DEGEN PEPE'S by 0xSynergy,999,16.50626212564836,469,0x98f884cb9af48f94da68203cbf80acfbf17ee300
Otterverse Genesis,512,16.49614099899999,86,0x4ba0625052a8604e9d4fedb1728316a31e5506fd
It Was Always The Eyes by Tibout Shaik,2048,16.385137218244402,629,0xcedede955eb2e776f8aa511771946eab67dfd5f0
To Somewhere,1000,16.295390999889,477,0x15011849829d11fa9650fc00cec0fb6e41c7d26b
DinoBits NFT,999,16.142552515989962,345,0x78d42866588133e4c9f443fe3eaf2bd8d2e141b6
Atem NFT Passport,4596,16.137386588838982,3398,0x5f60678049870a0dcfcf1a40bb666a6e552298a2
Loopssssd,5000,16.06348295152177,2105,0x765df6da33c1ec1f83be42db171d7ee334a46df5
Lazy Mutant Ape Yacht Club,3408,15.975699,1097,0x543f29e5e4edb71e9026c9c8f486808283a180fb
My Cyborg Son by Uruasai Jiang,4444,15.888910418991637,1075,0xe5170be552e725436365bede40868a26184f291d
BabyY00ts,5000,15.845311132210686,3056,0x16a534a7fff753c9fb58dcaeabc1a6b33424d7e3
Potato by King George (Official),6429,15.790152019587646,2646,0xe4ee8756842571c022fcb4d88f39a0b7d3c73f0b
Cards (for Gamblers),1326,15.762284813344449,685,0x490ebbea3d433a35902d948c5251318f25f68407
Giddy Builders,1500,15.753229653877952,872,0x6f4af738a549406e46f4948ba5840ac4ca9c857a
UPDAO Seaman PASS NFT,5555,15.686907267999976,752,0x5170fe376a2b60096f4dcdde692ebdc78bf8021f
its egg,3333,15.59776630513227,1917,0xc51e5810a2c50c424998122f9ababfb2d5598d2d
Mantis Corporation Official,6666,15.588804980957907,4222,0xd48a5b0c8bc760aafced576504fcb884a2cbeb14
Monsters Inside NFT Official,6969,15.564969729978015,1596,0x94af96ae8ecc593d986edc66d595b7f8aa5cadb2
GotchaGatchaNFT,1000,15.463089220999983,496,0x00dca92b7fbd0c01f3508756718807836ec82156
Toshimeta Genesis,2500,15.23951849900001,1192,0xc60136888d270a74c78c347438c1ef11507087ee
BozzCatz,9261,15.20485629322092,1936,0x4e608d171140da03d4bfc27c9f65f50abbede88e
TooCool Dolander,3333,15.11467387061148,1277,0x8e6a92c8fe0106a62c77c9e4e09b92c81fbf7a80
Moonfish,2500,15.099426612455405,1238,0x74851e9a1e7aee2c6976ebefc74350864f89bacd
PIXELBAES,10000,15.099128777269337,4619,0x1fb7b8ad0c8368db5463b34d5ea58778706d580e
DANKBOTS,4432,15.060959700000009,690,0x1821d56d2f3bc5a5aba6420676a4bbcbccb2f7fd
RUG NFT OFFICIAL,4905,15.024267397879953,3159,0x81a83975c9ed8c56c45154e42967d084ac58a17d
AIP.0,1018,14.967334174399983,435,0x9340e2f88547a5e9056e48f584183b3bb40036a0
Alpha Wolves Official,1111,14.880753198991984,428,0xae7f45cef9e271e20e0bb4d4ad1be3d36d6e40ef
moon.wtf,2000,14.82439443002298,753,0xd406efcaa3197a93bd0051375f15e7f401c21beb
OSOS MUERTOS,5000,14.661256478798926,683,0x8a198b42ad0966703b927f2d7e396371198479d4
Crypto Cave Club Genesis,3333,14.659568989999968,494,0x9f7bb54da72c6fa94653c923aa5b31e22703ed53
Versailles Heroes,2500,14.484561737777755,2031,0x3adbdfa13c0b6931257833f4a04e653279e2f4aa
LUBA Official,2962,14.461113799999934,870,0x288adfc0a0dd8c7c9a658c4b14a3c92739ecf579
The Asylum Halls - The Vision,5354,14.427760218829986,1376,0xbff8194280133ea979aaf16d1a7bdd004493abe5
DevilishToonz,1999,14.165875571254876,716,0xa5b866070675dacef0e36497d756547fbb60afeb
KUJIRA NO KONTON - Gen 1,720,14.153189999999995,411,0xa3b563a58231d9f3754c4122303326e1ee56ac56
y00ts DickButts by yyc,7526,14.151917759,1226,0xb4afbd84b7caf8c3fe2c01cd6ad9008382eeb455
Daosaur Genesis,333,14.082259779000003,177,0xb96dddd2dd881a38f84dc54272b5d73b732bf5f9
NekoMiko,1000,14.081276712222172,500,0x7650cd411f0425342aac13388de245896abb47cc
Porkers,1746,14.057319534751,808,0xf442459c8bb4b891b789e816775232b812eb2ccd
Kosekai Collective,999,13.880117979999975,341,0x4bb4e3111db0d1e46def2f3687981418aaf71aa4
Graviless NFT,1285,13.636485686887866,514,0xcb1db96a5bc140861104b546d4a416b6e39f8e32
denzaglobes,531,13.597609999999998,245,0x24288944e667b129f0b9e30ffb7c4af90fb0e7e0
Whale Lounge Lifetime,1000,13.51034489977999,654,0x73afe78fa27c704ba07b0772f96c8940723d6a13
Conan's Circle,2600,13.392618428898974,1361,0x259bf444f0bfe8af20b6097cf8d32a85526b03a4
PA Club (PAC),1600,13.373079999999987,567,0x85829bf847f0e9417065a22a1b73b35bbc3dc535
Real Apes (Mint Pass),300,13.3682541753599,203,0xa16e0d657c574cdea8cae97bd91390748a2fee8e
DopeysNFT,5555,13.313183862544296,1880,0x6d174ec37281b01f9bec449dbe53be1eb6a6489f
Cupcat Catgirls,3820,13.27482999999,1095,0x1aaddcf6749e6a56b1c704cd30221df00a08659c
borb.,5555,13.12756321260003,1662,0x217880b486ca66c3feba1af1dc1afa9575ea8cd2
Piece of 3.141,3141,13.079030000000069,835,0xde813eb74477021eeeac849bae97692d3fd5f44e
We Are SG,9822,13.026015746742113,3624,0xa2d54d463a33ff10956428ef8fa5ba0027401071
Walter Ego,10000,13.015697118295837,1450,0x799cccb6d0c57345c4dab303c81a5cdffbcdea76
"Girls, Robots, Dragons",2400,12.933290000000012,245,0x0847d1fb2adc3d1c19b233afb7d01a631728a415
Maru.band,598,12.92609999999999,290,0xbf06546d954710957f608caf0a0079cf9f6f417b
DeGenerative Apepes,1501,12.811773489999965,668,0x87e7a2d41c7a0d041e158266f50291e4e3dfd7b3
not iconic,1974,12.802839179999966,828,0x25812d13b509e23a2f3a7787f4a12e9f0a924ab9
Project Floaties,3333,12.698315980410287,1474,0x44476ad83d2275e9dcf9bcb431004e77f65f10e1
WomenOnChain,2000,12.663941790008057,571,0x82e8129dafb2d5f06aeded321fb04628f95ef654
hello_world.,1621,12.60947348869997,1083,0x1de98b5b77fdabb0ef7bce033690b56660413f48
Cool Skull Club Legendary,113,12.608300000000002,74,0xcd26822004fa36490954e57dba21b63d52255ba3
Ghost Realm Official,2222,12.576277788879908,661,0x1338b785ce4d54677cde509931af4b37a5f3d17d
Bill Murray 1000,1000,12.56,385,0xc4219ce63cec2236a955655951aea9b6f8b2431b
Goblinhorde.wtf,3333,12.494147957352244,1096,0x358ecbfbd4b0701eab3f9e0779b6505b933df1ca
Rise Of Dark Death,6666,12.383782595676806,2676,0xb5f6a5283834f60c222a0b22af6f55e1e882a6d2
SUSHIUKI Official,4680,12.346299755636,2973,0xf96898bf784fa5d5945bdbc555a43cfc951176e9
Infectables,5000,12.30325823537997,2273,0x95b3482d303e9bb29aa0e0d62dbbdd5fe50c06ae
Seekers of the Eternal,5000,12.28307207679,1811,0x3d0f6eff617395d839bf137d0cfc0ea11c696327
Irregular Conditions by Martin Houra,500,12.2716772900213,190,0xca6a27bba7c32e8ffb86de8c10722e771525d2ec
PepoPepo,999,12.185789150989969,477,0xda1428c35f9bbe613191ef15995413ff95c3bc22
Capes 666,666,12.086918907775766,282,0x2a17e24266e36d181493d9f5e698bb21c54cb698
Rune Apes,250,12.019979544378906,94,0x4085c2060dc652da3971463745b3fdea7a4507db
Life of Fantazya [DO NOT BUY!],3333,11.944373627999939,781,0xaf95e486d156476f9816df9a7356dc96257a5282
My3am VIP Pass,666,11.941020000000002,609,0xe715501b566f88d70423774a35da8cdf31a4213c
OKIPullUp,8420,11.921592089741031,5888,0xc0e4c63e4eff9eb4af7444df4128645da4ec47d4
Butt Heads NFT,4444,11.867753750989621,1372,0xef773ff9f0514700d5f3edc86e8440ec53ed279d
tiny rabbit,777,11.809116999999976,242,0xe781804ef12080dfffd26f8fb26f0f505cbd6a3d
Grenfrens,2918,11.8069789800205,385,0xc9b16a180c20e7e41cfaef4d94956a895a250057
Bored Jamet Punks Club V2,3333,11.795398531263448,1084,0x20bbec0d4ef1cf8f903ef071e8cd15a3c02f301a
Wealthy Ape Investor Club,7777,11.78357798931084,2606,0x5fb46714436090e59a60b349bf7fb82a172fee92
BRYC,6969,11.7774329899009,3005,0x4be08b9db3eb7690b3d0362fde239aec919483d0
MutantRatsNFT,9999,11.744539901878802,7694,0xbcc3d1b4ddf3b9d38e7591c917d4db9501ecc3d6
GEISAI 2022 Official NFT,10048,11.719939,6106,0x015ac56d0cfb7adbac3ffbfabf67768f2f0996f3
Nft Alerts V.I.P. Pass,3000,11.682893779998919,1475,0x4c0c7a2d85be0fc70d44a0f69e1d1baed93ed820
Forkers,10000,11.604974808679977,6539,0xb0eda4f836af0f8ca667700c42fcefa0742ae2b5
Gotterhavn - Circle of Aristocrats,3000,11.571202373379847,1840,0x13e1c9123dde5334e8c2b24db9f2dc16f5673de6
Golly Ghosts,500,11.519788989999988,273,0x36cdca1d6d629bacc4dbbe9a259714021dfc9393
Rarity League,1573,11.508688888998893,475,0xce9ae5632ac971bf3261f8e58c7c503f0d10a7a1
Demonica - Waking Realms,1187,11.490086999999969,346,0xc7d54ef0c0f0cf8d33ad093fbc0b69b8548f3614
Dittos,10000,11.466353145625435,5096,0x18d9125f53316b32131651ebcdcd18af4984f485
q00nicorns,2711,11.415649969969,1397,0xb1b853a1aac513f2ab91133ca8ae5d78c24cb828
ETERNALS XYZ,6666,11.4062427555753,3316,0xc26064ac72101b555ff2fcc1629a7a867b69c188
RTFKT Clone X Forging SZN 1 (FORGED) ⚒️,33797,11.4002699,5618,0x52a043ec29fbb9a1b142b8913a76c0bc592d0849
Toy Stash,3311,11.364907897889697,989,0x49af7f628d9d577d31896eea693a5d9d6cd124d3
Moonthers NFT,6666,11.35971038010599,2692,0x08705f4db62596ba6e2c374fdc3aea9492b4f48a
Cyber CryptoSkulls,5000,11.35137207319999,609,0xf0ef8bb0011e7ec14f4195645611d80cc551e4b8
The Official Nigerians NFT,5555,11.296635683222082,1693,0x9f35425c2ef3616dd024d866082e0b61023fbfe1
Resurrection by Coniun,4444,11.278597885999964,1466,0xded718308304be054117764ae058f1e61d8a5d5b
Guilty Bunnies Official,6969,11.174120305578983,2026,0x26baebef64ba69705adff49d3c10bf8ed5fe1573
BASED VITALIK,4962,11.149564898996685,904,0xea2dc6f116a4c3d6a15f06b4e8ad582a07c3dd9c
Badass Rare Apepes,3333,11.118614119535565,788,0x913d2020b1fb109b8d6732fa4ae0dbf46c4f48a9
CryptoClitbutts,10000,11.078621599178781,1194,0x0f35e9b270ff810098bae1b120e16f8c58259e0e
The Merge AI,4891,10.991905788679759,833,0xeaf101970c7cb6f82e9bb51f0879f93ed56d4f50
THE END OF SPACE | SOLD OUT,555,10.991630009908887,249,0xd370e4435da7bae4b26911526795fb15c586427a
Alienbirds,10000,10.917264314782582,2977,0x6417eb98ee625a5fcc84d5ed496c36ccd5989f0e
Lucids Official,2222,10.837248942149946,759,0x7def9c6b08718cc9e326ccb057b6c384e6788ad0
nerdsJPG,4242,10.765414177787687,2148,0x6e92a68f85464a47491331945825a5745066b771
Dusktopia,660,10.75166899,323,0xf77115514a15687e69ed75f5c9d3ea2ea8b6aea9
xxxqqq,3437,10.71553381165317,1672,0x570d4dab720d00c2ea702afee208e7b16099786d
Pudgy Mutants,7777,10.71199347111851,2873,0x287850ee043155d8e4aa6656478f1fb98f52d822
Pepe Yoga Club,2069,10.710062094688977,986,0x793c390c5d84746cef023f46173ab4673e4f592d
Metaguardians: Sidekicks,5769,10.572859999999984,722,0x37bae3a118c6b88c54c205a61120c44a520634a3
Kung Fungus,10101,10.46627139101,3630,0x346b5b8844d2548f6ad55089d8939cffbe3acbaf
LeapN Luxe Resort: Luxe Plots,311,10.423829,144,0xb7830dae99586c224e5fe8ecb4f51f6d7ac33d12
INVAZERS,7777,10.377463849279986,2111,0xbc65d5eba89687ced6ec02f691a4410349c71de3
Mutant Punks OfficaI,3187,10.376638000959,1158,0x7ee5b03bf4153bcb466a224411b46655bb5566c9
Bored Oddities,10000,10.343458176576682,5962,0x8770792963e0486368ff6e5713ed1f357335cbf8
NFT Is Dead?,999,10.3118999,664,0x56e3130cae02a2a15bc9bc034ee3ea9313b3ccb4
boogerz.wtf,10000,10.14686119962263,1442,0x037244f1026df01b6f6880e38a64bef012d9b6e5
Mecha Monkeys,10000,10.116481313287858,7553,0x1894852504288219fa835af44528571d543958a1
DinoworldNFT Official,4350,10.11036067312329,1830,0xc042254c4b520854c40b86af90a30757103940e6
Cosmic Marshmallows,5555,10.080680655432037,1642,0xbe6d1fbfd71b1a5a2f546df5dc0fa3b080626be8
The Elites by Unitive Labs,2000,10.040053286431093,874,0x69fe3e419b069075d2c11b7072f59af3e2817721
dNounsNFT,999,10.018478998999997,484,0xe494a3c5fe15706f68b33c670ed3ddbf7ab3e276
Corsair May Flower,1762,9.925299999999998,371,0x310ee7fe2acf37474e2791255165b326a369dc50
BRAQ Monsters,4444,9.92094705464887,592,0x92e25faee4d7647618a85cef1d7748fdaabdb49c
Metaman Rising Official,5555,9.89117678356582,1525,0xf2e63dcf2a215826ddc3c543f495da807becaaea
DemonicDorks,6666,9.82849136213657,2372,0xe1d7f3f0f0d213e4a9f3e5fb0d54095a48441d5c
Official Moon Raiders,7878,9.82713808842296,5038,0xbdbb4454a5e4c01dd84ac96caffd8ffc204c0811
Crypto Pudgy Punks,8888,9.824646472399854,2272,0xcd903693a2edda8d4c9f69f9937eaf2b38a2cbf6
AD Universe,6666,9.812697503457953,3504,0xeebd5c785d852142e02564368e7d92fe351c2ec8
Just a Fish Genesis,6969,9.719770710916649,3791,0x6a8e8ea5533170c2b5dbef1e44544d57349eff56
ELDR Pass,420,9.709908399999991,355,0xcaa248f497f968762177352c17d5395314abcac9
TheFriesNFT,9999,9.59860189777788,3830,0x3f95b55b591e188d845e1d68531555322c8a5507
Baby Moon Owls,1500,9.577883470999994,547,0x82b927b45aca5bfdaf3febafb707675f86737717
q00tants,3066,9.57172889986,1536,0x862c9b564fbdd34983ed3655aa9f68e0ed86c620
Pumping Slimes,1100,9.536449633244413,780,0xcea55a18b3beb6c2fab7e546679037d3d845011b
Clokies: Chrono Masters,1064,9.455924889999983,500,0xf36ad6e1c8eac29372a636dba74ab4e4f54fcc10
Yokai Genesis Creator,881,9.438516889,59,0x264dcf6babb849ddb9fe7380c698feffda1811c4
Chubby Grubby,10000,9.390223043995869,3687,0x1f01f454bd3142682a74e9eb93bdc0f7b8b12940
PeaceRabbit NFT,8000,9.383795748799873,4372,0x49ab56ef43f79ef8c22ea0f3bbb2fac378341326
Stretched Out Official,3318,9.319603478233658,1954,0x4c8a5c643b781197db567878cc1675ad45b6c67b
asciifters,664,9.288495637990003,241,0x42baf448110b5cb0d5f34f03a61c1c9879cb0d63
Patura by R. Zamfir,444,9.235460979899894,254,0x894a9c0a018a71988f0780b335e65293d3253d80
Swag Society,1111,9.207986219898793,832,0x718c8e8f639f97d9a9bd62f4fb9d6339dfedd851
Yield Hacker Pass YHP - Caio Vicentino,642,9.143600000000001,616,0xf4b6f2ab709703aa1a3e47fa0183ec700017c62b
The Weak Are Sacrificed,3600,9.112873787063986,1468,0xb85ea6aa362ef77718dd380a14aca23dee797fb3
CryptoPunks  3D,10000,9.066866609988976,2605,0xf0f7a2611decec20c06ba66aa3766d4f88e628b6
Paraskeet,999,9.004563897999986,429,0xdcacbdfeebfe6d7023615d0041bb342e8713cff3
SneezeGuys,5555,8.97633785170047,3503,0xe5c57131fbeb8cfc2d0bb220dd027aef2332ba6d
Bomber Frens Official,5000,8.936165780413981,2970,0xe086d85eed6d5e16fe609f8c286d44c727d54659
LootWorld Wizards (Official),5000,8.89895999898999,652,0x07f0b45ebcd87d60faedf9bd4750ffd580cf2915
Mutant Y00ts Yacht Club Official,10000,8.89508468169591,1951,0x3059955684071b412bd8e6f1506577ac11ddd692
WRAKX - JSKY X TAYLOR.WTF,1000,8.788341889999995,386,0xf554c85ae5ad1d35f1939d222ea29ee119751417
Kennel Apes,10000,8.787886581239977,3753,0x893aedb679e50b5ffb66c54b2db9defcc4b33880
grumplz,3828,8.742134074461235,2638,0x9234f65147cac2eebe251a1c0376f13db1384fe8
Fertile Lands - ISHITA X TAYLOR.WTF,2569,8.689366369589969,1000,0x004c96b9456170b403cc2076941e869708dbf8f9
Tycoon Tigers Club,3900,8.664676975097073,862,0x32e136be91606c645ff62ff7075b2f0472fa13e1
Not ABC,9997,8.64948034479599,4158,0x08febeb79431dbb9ef814d5dcf45a78de5da4eea
Retro Pandas,8684,8.537666110999995,222,0xdd741c2a21d3e57ec9eccba334053b66b03ef8b0
OctoMob Hitmen,999,8.504921269999981,215,0x20e4634964ef126de5a7cad42fd66b3b85b2b03f
GenuineUndeadApes,10000,8.504492337690431,3505,0xf53bb7d247670452409b13f2e0522b0cd4f6b63b
RAYC Hates NFTs,5555,8.428328215334483,1552,0x5caf0010a824319a64aca8afec402574dbed2d99
Visible Friends Genesis,2022,8.389524669997979,822,0xb6c035ebc715d2e14946b03d49709140b86f1a75
Brickedup,10000,8.32182964477574,4169,0xd4dd6074a4614b7f9bdfc721add6412a9d93005f
PuzlPunk Parts,31492,8.302229999999986,690,0x44e6e5faa5bf7b401fb3e98c9599ae1b2c3dc7cc
Lion DAO Genesis,3333,8.299330516225522,1275,0x32c960cfad2d8d8816b17f1eb11d9e9deb4fed96
KungfuPanda_fun,3359,8.2652,959,0xfad931e00b22eb97680776245ca3856ebcd5ff9f
Spirit4,10000,8.239594371717155,1514,0xa4966da44b03b43a71826025f39d880de1f9cbeb
Panduhs,2222,8.194134447998882,1453,0x8be9a6929b5ce68bf2023d611966e00e0247911e
Pukies,5000,8.082705547768368,1609,0xc92cd03484f72a6c1e2c2c06dcf83e080c12348c
Hawa Origin NFT,2525,8.062561040752955,1607,0xf6ffda41c9910b72efb5d8e7bbf58f8490a566e0
The Arabs NFT,5555,8.01126095480147,3286,0x84f88d40b36aa01e89009c577b97ddaac98ef53c
Bored Ducks Yacht Club -BDYC,5555,7.999713882878854,2178,0x623d9e9de41c0f72f7bf08eefa58e45e7ff48980
Busters.wtf,3335,7.994973734676667,1068,0xbfc2e404d6fe9f39b5b97832fa8e903d4129c86f
Rabbitus Wonderland,3110,7.977505918299982,1122,0x4bea754665a141bf4837e743f8ca08507e8afb01
Cypher Airdrops,12424,7.944639999999988,1623,0x6f83d8765dbb013ee8539b7b2ab53f801325e70c
Heroes X,429,7.932084999999997,203,0x4ed1bfd41f3bc47eb22794ed7aed29a84298d89a
Vitaliks Big PC,5555,7.863691523999976,3238,0x9cfaf81e8f399e618966a718bb01e1af0fc2f520
Eager Eagles NFT,5000,7.823388368998956,752,0xa62ca22548c498b08fb3bcb69b03de4c2d158d3e
Leveling Up Heroes - Profile Pictures,12345,7.81059615821437,4780,0x5fc045f01a83bd0bfa755815cfc1238f6a0f7d1d
LikoVerse Keys,3500,7.767187296243518,1264,0xdddf6cea8a8d72740472db2bcb99071cb108808e
NFTBUSY PASS,3333,7.760319552087791,1356,0x2eeedd564564e42ec28ee51f2fca99682dc2768f
Rare Apepe Rocks,999,7.754894444987977,513,0xeb9d6df9a2ae760ea32ce7663e9a0ab92a6321db
The Water Bear Collection by MicroBuddies,3870,7.68952709999998,903,0x648b314de23c4c793c5d5305fb21af1f8037a1a7
Punks Rocks,999,7.681728689999986,497,0x506c7c1095accd9671fe5efe891c0b9b9d2b2ca0
Cryptics NFT,309,7.675651544349998,153,0xa76746c2dd0123cbd7a207064237b37447e0c2f0
HOUSE OF THE DEAD (HOTD),5000,7.672643410939352,1734,0xf81dcdadd9461bf0dd6444875b1767e90f3a6bb4
God Loves NFTees (Official),5500,7.664573392012148,1081,0x0453435725ccb8aaa1ab52474dcb12aef220679e
Degen SamurAIs,444,7.47632498999899,176,0x6e07fd6614bc2afc0138f17acda404f122c9d4fa
TheButterfly Effect,444,7.466125134399997,217,0xf06a2da879bc9e929e7c4a615847d7ac7c077070
Donald Pump Official,2777,7.364357860889927,865,0x7ec2692551ad3dfe54eadbf7e26e231de5fb8f35
The Anonymous NFT,2222,7.346221211000016,595,0xe927a643e35c35171d25905d0a808d3ee62efdf6
Axis of Apes,5555,7.299050499999991,631,0xe84a94b049eb07386e9f9316fe45651e8987236d
Han Universe Social Club,439,7.293999999999998,64,0x78b5c749780dc665fcf2c039ca13cb30110a4821
pksl,4096,7.267224999999971,689,0x5c9dd18b69b2778adf344d29e910a0dcfabfb5b3
StellarAI,500,7.246029999999988,206,0xf9746e79464045fa7557c8b23bc2c08593638776
Dogz (H)Ate NFTs,3333,7.24038993401688,1301,0x38175e30eb68adac237f27fd456f3138ce5daacb
SanuQN!,10000,7.23766778999995,742,0xe62482263ac31d229875dcb9e5cfdadd7627e495
Bored Ape Galactic Club AI,10000,7.229061363967754,475,0x6696adc0ada5c6ac44d4fa2a5577c77c77509a96
Dgenmon,7878,7.19052817988774,4716,0xaf77af48e73e8f087a8478ef31dcc7f7f0752822
Supper Club Official,333,7.174077798999989,230,0x8f8b5a0cc3c0e7da7da4ecb2c8448bdb3fc6f5de
The day you come to us,1222,7.165331697765895,418,0x7186bb063d3ea437a6a080f00f5321b4620052c6
Probably Nothing Evil,666,7.156206855589994,159,0x1b039a8935eb85a0899e4bc24afa14833c064f97
dGirlsNFTs,999,7.105658899999988,482,0xa522f019ae1b1d9c200f5d2a8aa427c4b327f5c3
Not Just A Lock,5555,7.023283838991086,4054,0x4628f8bba191205d334fcd3ffa8d4a436ca3e012
Culture Cartel Genesis,100,6.8999999999999915,83,0x0c55ebde571f4aaabb98ce004bcb4a666c6d6097
Smol Frenz,420,6.88798799999999,122,0xb0cfae5837484182bbbd2afc5edc59e639df4269
Kaitu Genesis,778,6.836334699989991,506,0x6a15e7925951fe01a76fa92b389827cd3e0e20d9
ULTRA Official,5000,6.820741304199891,1657,0x1bfa01e954ab8a33853791b4a0946647ee627031
Shit Apes Beast Club,10000,6.815211991648972,6855,0xeed2743d6a94953267f84b13066edf27ff122ca0
Seisdalo by Dalo De Artes,666,6.793837888996993,459,0x591fba97a3d0655fd34245f7edd72eda5321e3d9
****VERSION ONE**** Little Liars Genesis - V2 RELEASE ~Q3,555,6.7681561768288505,119,0x2d0b43d08ee3676d5461b29d64672c7746bc22f2
TiredButCute,3333,6.755430299800003,1395,0xa68fc7a871380eaddd03fc513e3e85ebeb53ffd6
Human Fly,1112,6.731059988999998,299,0x01a75fb1a4b1a8f699fd00ad051f9100ebecec42
Catch Of The Day OFFICIAL,3000,6.7088093792389785,1979,0xaefa03b06c0d7a0e1871650f61348e84d979703f
FukBois Official,3337,6.682360987153382,1713,0x7a631cbe065c2699a07e20f608aba213b6e55db6
EXE Radiance by EXEVerse,4001,6.660233030764186,1458,0x557e05005e541fddbc27692750088a928d41a8f0
L.S.D by Deztny,333,6.642424899997997,206,0x738b4cdb24eef48daa5cf79e31dbd223908202c3
Broken Ape Couch Club (BACC),1111,6.633529899999992,820,0x397b414817146a9ea48518d3b46ffcd5aeeec8fc
Magical Mutts,1111,6.592499999999996,38,0x005c0a6ace062d0d8288182aee588bdce915691a
ETH Battle Royale,4998,6.51281133035997,2434,0x7c6b58736d774ae714d2297b5f51d5b9940cdd9a
FORBIDDEN GRAVE,666,6.444038989999988,271,0x6e6a8701b8cba840fa48abc361aa7dc0b222b36e
Ai-liens,1000,6.416188699999987,258,0x7c9bdb234ffa009ae77ff43df416c70741b51e5e
Moonravens,2999,6.396225888888774,923,0xfbb122b052e0949240897dae680d52e3473bd782
CYBER PROTOCOL ORIGIN 1,555,6.262157999999993,274,0x33b8e5e1e2656981f7453dc03ec265be4c87706c
The Bored Ape Americans,5555,6.261197505978855,653,0x2d23dc13423852d3913d41db739f8b472626e019
Mirakai Heroes,983,6.241558999999992,561,0xd1e1060ae2c082d10ae5282d640873444bdadde1
Ape Art Yacht Club,10000,6.1841254066552445,3144,0xc1762ff4406330caeef8a8a189947e27b0b87341
TheJapaneseNFT,5555,6.163169100000792,1593,0xe3d5b07e929ef8fcc78572f135b4e31c3490be06
The Koreans 1945,1945,6.160738899999995,447,0xa7298e98362625b65d08bb4c25992c503a0d48db
