nft_name,total_supply,total_volume,owners,contract_address
DO NOT BUY - Chublins NFT,4444,6.129138988399966,550,0x274e920503d5abfc8113a273bdbf2069c729c9cd
WhoDunIt NFT,3334,6.124626348988179,1643,0x05e0d5f4d2f937c1146a8425cb1e92723310f191
Official Sloth Roob,5353,6.120392187812292,1018,0x9294b5bce53c444eb78b7bd9532d809e9b9cd123
Underground Workshop Banner,1000,6.087265999999997,554,0x62ebca6d803ca98adb57298ddabe364163ccee5f
Real Goblins Pet,3303,6.084569973538898,1730,0x8c4aa1fb11890cfb310f2002b39c9a1ff9a4f054
Snoopy NFT Genesis,3760,6.0526,202,0x311c463341678b05a4b89f1da33af019f0c6a47b
The Presidents by The Americans NFT,4388,5.976298933444428,779,0x98777f07b3a9420569d5e8841480dd6a5c6582c9
PepeWizardsNFT,3700,5.964498127999958,2025,0xfc483e27b2bb7d0df1e4a010b3b81bfb585fa2e1
The Husky Pack NFT,1005,5.896918788999992,257,0xec07590caaa97d1be2d9b64277a5d47a1f53037f
GM42,10000,5.885127758471997,3900,0x92a576207ad9cc1968210bff481f29a790863585
Kiki City,1111,5.832998889999001,346,0x2f5524b0973aea012f9afa0df87d3b5bba21130e
Rare Zupepe,7777,5.786685493598975,1347,0xc3bc4630d78ba47f1944826048cabd33eabaf8c5
The Europeans NFT,10000,5.772927660916011,2240,0xec48383337c70c5fd3f6b98032365e4ad7832ae1
Pixel Pudgies,5000,5.759537536887004,971,0xff7d1de1806853cfe81af936e6d660f4b1f6a753
The China! NFT,5888,5.754207024487773,2605,0x86c2fd70688453b485a4eb81a5073ca9bfb701c6
HAPE : EXODUS (ALPHAS),460,5.698199999999999,189,0xbe87536a3860cedc4922dd3d99488c1834c67a07
Rebel Racoons,1111,5.658602899999991,460,0x74d7ea621c1c1469da20e46f7b92eeed3fd17110
Project Dudes,8000,5.616562005193235,2452,0xc67be59f359c48eb46bca5eb6a50429c8f04af96
Goblin299,299,5.605292048474981,143,0x4d82d3a1772d351f41c5bc902e098c7396e3501f
The Shroomz NFT,2065,5.602591898999997,749,0xa87444e79d13736986f842494f6e3022b8a740ba
The Circle Game NFT,1000,5.5738894221199935,422,0x8ed9efc2e55540112d9db6189de679779f1f150f
Tushi Pals,4444,5.56725721844198,921,0x8bf3d7ef109dd8d48759a55607fece5e9088e3ae
SuprSketch 1st edition,2000,5.550826312112805,959,0xd3b626bf5a1d26181b1174241e929695b3108cdf
Into the Cryptoverse by 0xSynergy,333,5.527978899999997,168,0xd75dcc8ae71d92550033af225ae6771481b71b52
0xPumpkinz,6666,5.491406443659979,2644,0x1c20b502b90cf3660dbe941685207557f6c5748d
SummerPenguin,2717,5.482572426799994,1109,0xc36d1b722af420917d6ce43a3fdef999b3e32781
Black Swan NFT Collection,100,5.456599999999998,58,0x0d11d8fecf1b4d38629fb3f44d18029f3c3e4240
DO NOT BUY!!!!,5000,5.445166588,4726,0x046fc661145d68fc61a5be6176241455b55fb2f6
Meta Pepes,6069,5.443402567578821,3383,0x17be11cfef8262d6b37e77e66b2df26f39acc6df
FREE MINT BOYZ PASS,10000,5.432960392900881,2638,0xcb9f8828dbf0a04f877ca90657b83bd416ca5fef
KatMonstarz,2501,5.408978899999987,621,0xb5c2c4bdd64379dda029f04340598ee9eba7a7af
Doge Skulls,3756,5.39276779962999,2025,0xed94ea1aecdbf56e1fb49d90f348f15b4043e6b5
BloodShed Bears Gen1 (OLD COLLECTION 100% MIGRATED. DO NOT BUY).,20080,5.386136999999989,609,0xd87ba8ea021d366292b2f77d68ebb6d134ed905c
Rave Ravens Official,5555,5.354892626468799,2068,0xc6332918cff3e6db4aa9966de7fdf111704c48cc
Nakeds,3333,5.3527166122011,1711,0x24d18547c35f2111fe36dc26c690e9e3d9db4eb3
GangstApes Genesis,6647,5.330847360017435,814,0xb3ff6f6057e7aad2703b499057f2bd7d7eecf0cc
Lil Rare Apepe YC,10000,5.29412478517998,3568,0x6a5418b18a59452a05dbcc1cd80d9ed61b4cbe05
Bandits In Metaverse,3200,5.233946857000001,1084,0x52ad791ed49d4d8b0e2d029a381f703f57e37614
"I Hate You, You're Scary",2241,5.220712999999997,812,0x676bca79a8b7393f6232b440583653231f554185
PFP Origin,7777,5.170368143233357,4540,0x0939533dc836ec2f7249f61508dd0b4d8033a9a0
People Need Privacy Official,5022,5.169469045377779,2173,0xf8e9566c8b24aa77645d503f119a4b85dc3fc6d3
XPG Xtreme Saga Fan Club,999,5.158677444444439,555,0x65388aef0d748434d741146e84d0efd635df383d
Moon Moons,10000,5.151201416698991,2567,0xb10b7271b59680729c987ed9681946d153155e7f
Punko Pixel,777,5.149309755466793,455,0x44571ef5f31ef014acb68f4aca7b0707fad93886
Rare Apepe Mutant Club,3500,5.133560820510002,2071,0x58a946b97e6d193751db40ad6e850646be53fd6d
Freaky Fools NFT,2222,5.100478638779882,662,0xf752845c737897e98a9d0e4bc18bfa846660b94b
Art circle original,444,5.09552736744445,216,0xf09042f31729d3ed9ee084735f7ba85e74c68f57
NFTates,1111,5.092747724879997,349,0xca9e6c1f65607af2fe08856ee425e74314e96a85
LedgerMobile,1315,5.06088,501,0x52c812313bb020686e8813ddf435e50108da76a0
The End NFT,1630,5.006482516187996,516,0xd7c0d8ab8b3279be139336dd39a5a4e0a2bdc58b
Hippynoids Project,6060,5.004426054998003,2873,0x151719ae9aaeb0ac0da9650968980475d4df2817
The Decentralized Living Album On The Blockchain,3702,4.994189999899996,3611,0xc17427e65dd2bd6fb6a1a7a51b27af96b5205029
RavingGoblins,8492,4.975178000000001,780,0x6b1458890fc6cf260c7e7d3ba388c365f9df8b5d
The Merge: Regenesis,327658,4.943534321897295,138318,0xe42cad6fc883877a76a26a16ed92444ab177e306
Feeding Frenzy Fish,3333,4.921983366977563,2104,0x0ce0b6585564a5e790476b80d567b257cb708e18
3gm AI PFPs,5000,4.920629984,1621,0x35b7d1fd19ae93f8c510e1b152bb4bcf0615a505
Pixel Quest | FREE MINT,3427,4.892878999999996,1098,0xea0a89e8328977a42953ba41095ae8b7a6befa91
MetaLamboz by ButtFucker 3000,420,4.889809779999896,276,0x261dfc097c8a9fe103678a0537f9d8ea095895cc
Bored Tate Yacht Club BTYC,6969,4.853199724921371,3017,0xcce62829672ffd270524601b822513f5ce48cf87
h8rschix,10069,4.852847000000003,1612,0x06484e07315483d57d402b7a658adcacf1830c03
BANZAI NFT,999,4.847394624299995,521,0xe7ce4b8bce37ce5241d638bfec50b2d0918bf6d6
Empty Eyes NFT,6300,4.799146768877963,1002,0xaf6434ff6a3a1fe62473dfacccda043caff6793c
THE SAUDI GOBLINS Original,1111,4.782719665666886,467,0x913fdb91e6a9410914ad6f1eede22488300cd941
dGoblintownNFT,999,4.709379999999995,450,0x211e9ca6434a6418ecc2e4cd10aa8a4728973064
XYZZY Test Collection 2,14548,4.630395889999986,7122,0x3b38013fd585f69fe48ad344be51d347c4abfaee
Ether Logs Official,500,4.593639900000002,181,0x12423f35fa1e2969c73586788090f24ba72a6a1e
The Carrotz NFTs,3831,4.572024327767866,2615,0x5cbc3d948cb883404876452e5700c16cb14aaad7
PRTS NFT,3000,4.532280857999989,989,0x41f58a8a5874d0ab9dda0d60649f10bfea6c2e01
Moonbiirds Myth OfficaI,5430,4.530459880000007,776,0x056c91dc9ea9f2119e650ba228176ca8e2e46460
Enderverse,2077,4.528862999899002,1177,0x5199be1dff412b4b1b491d4172bbf1644c616230
shrexcavewtf,6666,4.510761431087977,4349,0xd713408ba041f4e47edd6c8e932b8b0ed3287650
Mad Dragons | FREE MINT,4438,4.4821802,1485,0x74c7b793e2b6ee2f8e3f0f88c95b5eb77e3f8c0e
MIRA Society,4000,4.40171,391,0x85d0706a6d25d23bc8b9b907580f4c407cff757b
TumTumNFT,4444,4.389426162888866,1511,0xc6b3f91a8609f449f8cf5cde9594af993107fc93
Black Cat 3D Official,1449,4.367679789999989,903,0x19248acd9af5d0fc0606fcdf1e5365b18cab8406
Degen Park Official,2511,4.328750089999996,419,0x012116441fe8a8d71ae1043735f6d8e52377e7ec
Sacred Serpentz,1581,4.318812369998993,1012,0xdca9e0c6d45eeee6cbbeaae37ba2f310230d27d1
Genetic Chain: Crusties,3878,4.3031949999999926,1406,0x1231c9dab79dc31b192f218636457a71f85d5153
Fantazya: The Revival,4444,4.2956985699999946,1108,0xa388434ce8bbd1ef188c3269d36683e97d2180e3
Blossoms Genesis,333,4.295076999999994,162,0x5ac778d48be0c0fe99ba38279c0bb1f63c5d7b9b
AiMoonrunners,10000,4.287215662331976,1204,0x82338258bad5565d264014d5da26c7a2fa1b46be
MB | The Meta Bucks,3333,4.278714599999996,788,0xb6bd46621c3085b7882937a84016be949b6fdd8c
deckk*,8888,4.276047073959994,1440,0x5d507654082b6199b52a800ca09d43f1eb9c8a96
Pudgy Penguins Girls,8888,4.260678589964908,1558,0xa5349c4097607e54fe9c5426f5e882f70d0bce68
PepeAndFrenz,5555,4.248234037889995,3771,0xce651d4c06dc2516ee5dd86efa6d2168d32ab082
MetaGods Genesis,888,4.225690000000001,333,0x4d353e856c4cdf244d8c68b3438649b78657c820
Shape Club NFT,505,4.22034,103,0xfee59234cb2d4d4b1ad1bf3c1ba15b0bee6c88b1
Pepeth,9901,4.2202174124444,6075,0x0da18e368271915c87935f4d83fea00953cfa2b1
Creative Friendz,8888,4.2104558201221876,2703,0x0701db1378a98fc8f454995d9d2e9f3eb60901dd
Dont let me do it,1000,4.200362358989896,522,0xe82c0828ff43e58ec10009b379aeb6296ae9d104
The Blinkless: Oculoids,5555,4.171742988999986,2943,0x744cb7dfd307d09d00a6e2b536ee616f3f897bdd
HoneyBadgersArt,2234,4.126463588999962,747,0xc3fe62c8eaa99c489b6e7f4ace3b648222a20299
My Lil Gnomie,5555,4.118458921663988,1529,0xd50e2d8b418755f9c64993baa30422fd6d42864b
Bart's Farm Frens,8888,4.0907148858583975,578,0xa3738ee6fe2d7ed793ae131fb279706a6e2fccff
Loli Degens Club,4911,4.081838348,1105,0xcc1a76e6661290e7e68933b4c5cab04a0630f43b
IT ALL SUCKS,3333,4.04767043169999,1545,0xc4192c2888771f7c90397836cb7438ef16839ef9
Time Travel Ape Society,10000,4.044755867999975,913,0xf0f92d35c7f45eb93b518d7d61eb1a4c49a26776
OurDegenLife,555,4.041808687999995,288,0x55d19d6fec31d32574f2ff216be71473f05f9e63
Flying Spaghetti Monsterism,1000,4.031499999999999,496,0xcc39ebea634483cd19f2dc30133aa9a237d61903
KaiKiKi,3329,4.026352448999999,1335,0x542a92f16072a7e8bb571822b9f8d4b827a4032b
Aliens Army (SOLD OUT),3333,3.9748146826288844,1209,0x1c57ede6e2162253f0dd830e85957aae13d59176
MeMe YouYou,2468,3.963783834683895,757,0x2318cc2fa455ad00102d5eb2a4be3be77cbd271b
Sales Whales,4444,3.9600239999999935,1456,0x9440e5e537b730d138a6d6392eb29d0245150e8f
Jurassic Eggs: Dragons,7777,3.958163708219986,3032,0xb5ce127420788f5ebb9255626235ee2c4f4aa832
Actually Nothing!,5555,3.9476268983319933,2331,0x6be4bd6e840f466ec2a10bb89b5304eafe3d0d9b
DUGHEIM by Marie Ra,790,3.900010649799891,386,0xe2a040352f6148efc033a4e227e2551c81642024
My Childhood Fantasy Official,777,3.8868242198999896,347,0x6210da3039ac8d011842213707e11febef9adce7
Real Gorillas,667,3.8792035878099878,296,0xf5b22f89615371b92b84b530359634303aaeb354
It's Free Mint,5555,3.8614251640194284,3415,0x9d3e9070b3e19dad5630faf6f049d70c9daed488
Exsilium,5555,3.85634551235236,1241,0xca3e2da3ad34ea2e0c048c4db52c516f66017957
Trippy Trunkz Ivory Club Ethereum Edition,5000,3.815686795432089,702,0x4cdee5bb342bf336b092f42b40ee23f6ba2bbc7a
The Chosens,9910,3.80938388596997,2779,0x1162371684e6719cc2be0a1f8973ff6b91aa2ce6
Lunatics Flies NFTs,1898,3.7811177677687775,655,0xc79728346734679fcef39a39fd1a71c216ddeb57
Pepega Undead,5555,3.78055988999998,814,0x13de9c328622ede0cfcc711e774ac30d6a62c58f
MergeBears,1973,3.7682163349999858,405,0x16d267ab31f7f18051c9115cc8f9ca066cd82904
goblincats.xyz,6969,3.7670707879886125,4796,0x903e2f16bc81d0a3ba9aaf649cfe13f901b6a620
TheChinese,5555,3.76176278588998,2403,0xb8cd617a5211d98588aec8c97c781cd780f61a5d
KORS,2237,3.7456948,542,0x742298a83be04ec4ccc4cb74205988fd7a404a4e
MBYC Mutant Bits Yacht Club,3051,3.7074789799999905,1052,0xcc57b5937d25f193d396bfbd8e95b8e5ef1be3c3
Malaya Ape Club (MAC),3333,3.7003,302,0xb6c23e4a9e3abb6cb5c0c0a5f80317b89351f93f
DeMemeTree's FM=C,1917,3.689280998900002,529,0x60129d8bc41ed80f7b257fdbc2b57e6230c219d7
BATANG ETHEREUM,4000,3.664134669521814,592,0xa5c4d73c118661c3939ccae67132207668feec3f
rengatown.wtf,5555,3.6542726756590014,4557,0xeeac6bfba0ef8b49a3a35e7742cc367e81c1954e
Kiki Land,448,3.6450409,160,0xecd09a8f6c5ff1ac4b6bb094713be273c8d80c74
DegenTweet AccessCard,888,3.6309845665999845,688,0xe94deb6ebed282ab8a9610089ee5b0afc9d9a018
Dinos NFTs,5616,3.577888599999003,873,0x2646700598e41b7ecb5f19607691673cfbd1fe09
The Girl NFT,7777,3.572064899999999,1495,0x4f225aade82ab59d19808a6b4a04562d562cbaa9
frankfrank.wtf,3333,3.5717649898998864,673,0xe684a425ef0e25073623e6b11f4c56cbe9126530
CRYPTOPUNK 9439.WTF - by TAYLOR.WTF,4468,3.5326383667768773,1898,0xc29b9431b07c96166e2ef64455cb699eded4309c
The Devils Grimoire,666,3.530463987999995,187,0x8efd1039f78ab22f72b0d27fa586c5ed2908eac4
Thug City,5004,3.517341247659871,4083,0x038f36111fbe87c82f13b814bc78c4744de769c5
0xVamp,800,3.4996290995888883,351,0x0d532833fe58c5c5f51dda83ae286667e9a7a8de
#KillTheGreed,1100,3.48706306999999,245,0xccaab32196bef29f93a5663173f11f38a885e48f
Ske Boyz NFT,2600,3.4717502278180024,918,0xc7b91ec3d3499fa72a5675d0023314d09818aa55
PixelRoyale BATTLE GAME,4444,3.462700263995983,1669,0xce73f0473a49807a92a95659c0b8dd883b29c252
Dark Wizard's Collective,555,3.4360758999999956,235,0x44b51e74215abd17f485f211e81954e9052dabf9
Hey Koalas,2056,3.426437993299998,486,0xcf82b60254f980f9b870ec82429beaf87750dff1
Bored AI Yacht Club,10000,3.3966786773999966,1033,0xc8e3c50bdc2b6df0963936b4c62a106c43eb1093
Engrav_MoonBirds,935,3.386673369999994,370,0xe072e18e6fdda3631f7fe4a0bc15d5962ba507bc
PDN_TenGuDaruma,988,3.3644488887999944,527,0x1ef19a4434bcb9f8cf10c9a40f1ecdba6bc8bad1
forgottendog.wtf,10000,3.3566441000099814,1459,0xad5dd6b1a95e37d486fdd522d8c9655a2ac2430a
Guardian Official,10000,3.354167778998994,695,0x3d053c1b9ef47f14e9d97e076b96c3a7c5054b1d
Apocalypse: Zombie Hunters Official,10000,3.339014161336592,2448,0x507ea7159fc866f9b278c8b7a00323c348e6f08f
Lost Souls | Chapter 1,1666,3.336243641073203,620,0x82f9ea797d5dcfe5fe7fee4739a490d3c100668b
Psychedelic Circus,995,3.3334321899999906,230,0x050927cd6b7378864e810f7a2fe39e79e0f77b98
No Face by Jack Frost Episode 1,500,3.3114409999999954,240,0xe72d731e3164781b7e6d4a00449a079a866f6a4d
GnomePals NFT,2222,3.270773789898989,1501,0x5db11d7356aa4c0e85aa5b255ec2b5f81de6d4da
Omega Droids,10000,3.2668844151220418,2904,0x66480d5bd9ff432003f72d7d272836d96430da0a
Creepy World Vol.0,2178,3.22056559999999,1019,0x6ae006bae8dfd37c834f63ef77d94cbc223ec6f3
PopCult.io,777,3.220324800002109,239,0x12d3f81a4ad87fdb50de2412e362e780ec1d7b28
GloominsNFTs,3333,3.219334653457003,1261,0xaf06a25a3db7519b06b87fbdfea67814e80aef3e
TheWeedz,4200,3.2144233766869963,1008,0xa6ead9c26580e04dd33a4bd10cd7e8a0d44ab638
The Indians Official,3333,3.2068018899870006,2511,0xe90c10611d3ea7539f76913d112db579aae839e6
Deluxe AI Wives,1000,3.1991769739999962,322,0x7fcb8f86c288493ee1a04878aef4c0c306adf0ae
TKYO NGHTMRES,444,3.190129000000003,180,0x8a270d4f86be701fc064f11a0043ea28f8c41d2f
Moonpupz | Official,2222,3.1687813897998907,934,0x487e62bdab76c4f59fc4ae66002c6b07a1c69ffd
Monkeez Bit,4412,3.164984200000003,1465,0x3f27666ee22fcddc8323b1c0515b53d07d5902fb
The Saudis Rare Apepe YC,5555,3.1552046998999983,689,0x59945719e7a916202aae391f748859cd22716797
Crypto Commandos Origins Collection,1000,3.154928678998996,792,0x050ade3715b5396977a9e51806fbc984de843223
doh doh diaries,5000,3.1282088222668776,742,0x912524ed3bba1038d76c1e4742b7da448f127113
AIgotrekt,1000,3.106684879999991,465,0xfd43d64de83de7fbcb61285eea8ad2856a909eb1
Janitors V2,3800,3.0950153799999915,466,0x923f3a35d00044d451b9bde610e800c11ee089eb
The Scornables,7000,3.0857460717656,3163,0x36967c741e2e9c3b012e7a85595d1e3cc514b6e1
MergeFlowers NFT,850,3.070511898999998,638,0x5696aa328b0cc25199d4d3bb486afe1026c88eb3
UnderCovers NFT - 0% Royalties,6969,3.0650651579388044,3066,0x5cdfff6648a4d8c9954522c3e045ee139a56bcfd
The Story of Us Genesis - The Prologue,1000,3.061839999999998,609,0xe1eb7cd14f739536d8e791a49550b7d84639461a
FAUST: Fiends,5000,3.0575696943544686,2097,0xbe8b39e38fe4442a5a56c4f1947eb0dae62cfde8
0xCatcher,6500,3.057040723321,5301,0xf4fca207bf7629c947ab699a0159d88dec189cc3
Strange Illusions by Christopher Ellis,1000,3.0148944499999937,516,0x326b2bcf3b2ff6c5eec752d20aeb8a47d05bcc0e
FREEMINT PASS NFT,444,3.014689112119994,240,0xc816baae5fc77395c333ca78625a0f420a16fb99
Sploogers,1235,3.0024139919999913,667,0x710c6f24955d70b1ec188bba986a83e2d3a49d38
De Toadz,445,2.990813320000001,353,0x2d6467f1f4697db67ed51be104808af938a0f87e
Adult Fantasy Mint Pass #1: Ashcan Edition,7201,2.980156899989995,1687,0xdec7fffbebceb6a2cb57bfa8b203caffc0f61259
The Qataris NFT(#MAXOIL),3333,2.971563247999892,1093,0x175d5a6f4e14f3cc685a88617d1144094e7f6098
Heroes of Varrock,2001,2.950262709589975,345,0x3ddb0552912d3edcd2797074b400eb871f101989
MoonZillas: Genesis,7777,2.920820274999976,4571,0x3eb7fa50be1adc72ee27fea9e8af91d9a95d48cb
BLOCKCHAIN OR BUST (BOBS),5050,2.91838647396665,1988,0x2cacab7dd79997ef9ffe38204c3bad56c79fc4b7
Stoney Society Official V2,1282,2.904416548989985,463,0xa08c560e9376df2698b9137f4eb7a168cf0fae9f
pablos.lol X moonpepes,969,2.903515666599993,663,0xc744c8f5d1c5b289e9505b46ccc76c7070d9b858
AstralFrens,2727,2.8998198997898923,2060,0xe46a00f9176cad6fd31f5d80af93d1f750753727
Pixel Plunder,1884,2.8898889989999943,929,0x3616318f92a42041f38ffa2e594e9b59b7d8f10a
Pixelz Anons,3503,2.864548568,904,0x6a4588b04abdd1656e244d7c0c50a1a392adac34
Crazy Tigers Club Official,1039,2.8479629999899956,474,0x1b1012f3df50cf3003699bcfa324c5125782aca5
bubblies NFT,7777,2.8326915429888944,2022,0xf0776d6bc830892d2ec6c125f2cef40fabe3d89b
JAMBEES v1 Genesis,4000,2.81214552379089,2892,0x735f47ad87fef27de6179d8c4b7dcdac5dfc077f
FastFoodTown.wtf,7457,2.80244000995299,2853,0x588cc41f9a813eaa86e7a346af3e07954470550d
Arcturium,4782,2.7847330088998947,929,0x4b396f08cda12a9f6c0cd9cbab6bdfa06585077b
potatoztown,5555,2.763311019999982,3236,0x64ce124acb65046c8ec62a98dfff4ad8c7626b6b
Wolfverse Genesis,1403,2.7486000000000006,643,0xb9efc0972c19ebb2e83988c073f083b67244d8a0
Bottle Head NFT,4686,2.7157308899999997,788,0xffe59ab3909ec4a99343743cc9be3e61da0290cf
Bored Penguin YC,4444,2.712099999999987,874,0xbd3f9354fab280b371c8b3c586b3eced1bc4fd37
Zoff Insignias,3022,2.6632474384899876,2423,0x464c46ede90c2f5a907a372028bbb6dcafa23dba
Evolved Camels,770,2.6632200000000004,219,0x373ffdf2a50003fb7e10282cf50e03921828e1a7
MoonRatzWTF Official,1805,2.6544999999999885,63,0x2851c35947cedffdf4de4f62f8df834ef5b0270c
HALFKINGZ,10001,2.642853809864183,4146,0xc8aee6151a7f775fc4d5be23c9d4452828240e42
Rare Pepe Birds,6969,2.6399897999989874,4321,0x3169ca704192b1dde76eefdf69146a797b81fe80
Mirage Gallery Dreamers,1455,2.6238,284,0xfd29cdc7868cacece537571bd0c879df55f2bc51
Elarium: Humans,440,2.6179999899000004,156,0x04bf1e1fa9ce029e4d3af454fd0edc55e7b69dd2
WuhanLab Genesis,5002,2.615430281679391,718,0xbcaf5a119db1ea474f4ca0a24300765035ab8fef
DRGZ NFT,7777,2.603138399999998,4575,0xcd2af5ad76f79550dabc7234f00f5d95f23486bd
Pepe Birdz,3333,2.590620456999989,1222,0x89c70cb6d7afa7a7c9373771031c3ccb899a8d14
squirtGame,456,2.578379999999996,259,0x76c09c0f567c12981625fb74cd70da2a89f222b8
LonerBeasts official,7924,2.5775762999999885,2454,0xf3a57eaf64d2f0be4eb9904adf4955b08841584e
PuffedPandas Official,1515,2.5743792006888406,720,0xd50bb2b7531ae2cc35fb508a12afd3934cc2bcfe
iAliens,3333,2.5619424400000024,851,0xa2b82137c101567a87e53fb0fe8d6c914a2967e7
Many Hands NFT,5000,2.560560099999994,1234,0x86d2c341c5ddb79321562381403f7a887ad9ab43
Wiz Bums V2,2222,2.5505895100000013,706,0x948e6e4507df3f72305789a974ef8c8602a4aa25
Pepelodeon,4444,2.5227137999999933,3181,0xa227039dc376c3a9c9c1005a3f06cf0306ca04e4
dMoonbirdsNFT,999,2.5137079999999967,588,0x5e243fe8e6607d1088f319b08ee2a6891a79bfe8
Candy Land NFT,658,2.510859999998997,144,0x32e408db19181fdbdaed7c12b670a91f6896ff50
Frnds Club,6556,2.4994959899099918,791,0x803812139c1ccd500aae12e8aac36719ed0c7df1
Nothing Pass,999,2.4829428078790006,522,0x7f372339793580ea94ca9b783669b91893efb03b
robotstown.wtf,4444,2.473268461688,2186,0x108bcffe13059ea9f148d6395badc05abf3c0a1a
The Goblinz,5555,2.4590084788455755,3088,0x29e1ed0f65e788eea030aa28d25c8117f0173537
StrayCatsNFT,333,2.457024205299995,250,0x48c9d6a004335b51028b6edc109db7353018f808
The Egg Society,8888,2.451894801209642,3055,0x314df148e77dc45ec78bf759240e300fd0971a81
Goblin Hipsters,10000,2.451532359725654,1725,0x61ed568becd4d5f58782edeb05ab3872e0222e81
Baby Boss NFT,3699,2.4209187789999964,596,0xcbc7596249c12a884b9e0035639c1ce2b00f1215
Happy Camper NFT Official,4000,2.4205297228238787,1582,0xea6d7316dacc736785acfeef592c573e3364a180
The Saudis Goblin,6666,2.413058378909987,1578,0xa18cb1cdeb75eda5ad4a0922331723451dbcf5ed
What Color Is Your Bugatti,5555,2.410140911030002,3671,0xfc1c17926389e94a946edb42e16c0a42a6ec2806
"Zebra Republic, INC",2222,2.4097149999899976,376,0x680d4f835c6bef06e6311c8d9721e7c4b33fe6c5
NFTisse,3072,2.404890278999993,806,0x343b68141129ec115c1fc523c5ae90586fe95b77
SKTCHZ NFT,5555,2.4029666389000024,2619,0x09b669f7abadb56761b4789a3120105c42861054
Dead Cat Bounce NFT,10000,2.401918466399986,3238,0x62075a8f0735aa80df1c0ad7351b3d069b6732a7
World Of Squish,1848,2.3983064139979957,98,0xa9a1ccbadd65a44473ddcc9ee62d4122c0b146f0
Embrace the frogs,351,2.393917688887995,179,0x2fd0ff45263143dcd616ecada45c0d22e49adbb7
Hueman Headz,3151,2.3916179769999943,1106,0x336800d971a3b8facf032333441a9e1281443501
Hail Draconis LORE,6000,2.3902686629819696,747,0x648ccbb8968724e01ff0629a94f63392e8df6aa4
The Greeks | NFT,6666,2.386752628932003,2785,0x535181d7a6e103b927afac13de159b07f9dcea6e
Bear Intelligence Agency,6969,2.3781323029999957,3920,0x3dc481e6586bc9098adacb48ef5435efc251ae3d
Rare Crypto Pepunks,6969,2.358371674999999,1615,0xdb3388c05f0311b406d00d348fa532d4cddcac2f
Punk You NFT,6969,2.3571392930089803,1311,0x4a221403f825ee87bba198ce8c2bdcd815570773
Born Cool,650,2.3553599999999983,165,0xd5eb85c208f9b994bceee9418991404d1ebb243b
Seekers Day Zero,1000,2.352389999999994,377,0xc89e446323803c3011e4574ffbf12d9940453e40
Homeless Friends - do not purchase,3472,2.3485069998999935,944,0x471c5bd319e895ead4562aa77f2eaf04f9c8fc63
Chinese Ape Yacht Club Official,5556,2.3325823999999975,2442,0x42921c64797b64499a3ad3a3cdbbfab7bee294fe
Anxiopeth,2951,2.325239837998994,2223,0x5bf14ced3db6afaab06aeea26ae812d7276d98c3
IGL Presale NFT,3000,2.315599251599997,2307,0x0241c38b646a61f2a47e72423e50de2c11b6a21b
Noahs Ark: Chapter I,542,2.3121219999999973,171,0x43cb91b9d2497cde733cba3c604a54c774bce5bb
The Farside,10000,2.2822645375229995,1845,0xc37a1a180a960d75b3afa42e3df9253b98a7710d
Goatorade,10991,2.28225737097909,9522,0xb1b1139d68623142618d09dd3da96db0effc508e
The Eternal Mages,3333,2.2696956790000016,1939,0x0f451825d54934d75b5dd8c2d7033bb4e60322b8
DigiDaiGranny Genesis,2022,2.2647239860000004,566,0x756d5692269bddc214ff00398c27c21f78ee4eb9
Beanz3D,19950,2.2600000000000002,24,0x0cf6d7a23560010cf24bcacae65caa7e6f335f45
Shade NFT Gen 1,7777,2.256736099999997,2040,0xec82993014d026c19864d5c2e90effb5175b35b1
badgertownwtf,5555,2.251845689999991,3581,0xd4ad6a35e03b45149ca9f9e380aff29cd69724d7
BLeU x Punks,3046,2.2423473999999817,937,0x646f8a6b19d3145cb8e97e6ffbc46b832181ffd8
Piss Sweepers NFT,1050,2.2370098759,288,0xca700d98d5ec28cf28aafeb67c41aad0bbdc48c4
